id,name,wiki_url,last_update,age_groups,simple_description,clinical_description
DB00364,Sucralfate,http://en.wikipedia.org/wiki/Sucralfate,2022-05-02,,A medication used to treat ulcers in the stomach and intestines and to prevent these ulcers from coming back in the future.,A gastro-duodenal protective agent used in the treatment of gastric and duodenal ulcers and to prevent duodenal ulcer recurrence.
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",,2020-06-12,,,
DB15091,Upadacitinib,http://en.wikipedia.org/wiki/Upadacitinib,2022-05-02,['adult'],"A drug used to treat certain forms of arthritis and other related conditions, including in patients who did not respond well to other medications.","An oral Janus kinase (JAK)1-selective inhibitor used in the treatment of moderate to severe rheumatoid arthritis, active psoriatic arthritis, ankylosing spondylitis, and severe atopic dermatitis, including in patients who did not respond well to other therapies."
DB08367,(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE,,2020-06-12,,,
DB12148,Menatetrenone,http://en.wikipedia.org/wiki/Menatetrenone,2021-05-21,,A form of vitamin K that helps to rebuild bone in patients with osteoporosis.,A form of vitamin K2 which is used in the treatment of osteoporosis to stimulate osteogenesis.
DB13193,Vitex agnus-castus fruit extract,,2021-06-05,,"A herbal product used to treat an irregular menstrual period, premenstrual symptoms, and breast pain.","A herbal product used to treat an irregular menstrual period, premenstrual symptoms, and mastodynia"
DB05139,CR002,,2020-06-12,,,
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",,2020-06-12,,,
DB12228,Telcagepant,http://en.wikipedia.org/wiki/Telcagepant,2021-02-21,,,
DB08596,5'-deoxy-5'-piperidin-1-ylthymidine,,2020-06-12,,,
DB15550,Pradefovir,,2021-02-21,,,
DB07019,"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",,2020-06-12,,,
DB15006,Flufenoxuron,http://en.wikipedia.org/wiki/Flufenoxuron,2020-06-12,,,
DB01699,(4e)-4-Aminohex-4-Enoic Acid,,2020-06-12,,,
DB03392,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester",,2020-06-12,,,
DB01059,Norfloxacin,http://en.wikipedia.org/wiki/Norfloxacin,2022-05-02,,An antibiotic often used to treat uncomplicated urinary tract infections.,A broad-spectrum fluoroquinolone antibiotic with variable activity against gram-positive and gram-negative bacteria. Typically reserved for the treatment of UTIs due to accumulation in the urine.
DB06824,Triethylenetetramine,http://en.wikipedia.org/wiki/Triethylenetetramine,2022-05-02,,A medication used to treat a medical condition that causes the copper metal to accumulate in the body.,A copper chelating agent used for the management of Wilson's disease in cases where penicillamine therapy is clinically inappropriate.
DB15148,Lenzilumab,http://en.wikipedia.org/wiki/Lenzilumab,2021-02-21,,,
DB08260,"(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide",,2020-06-12,,,
DB06772,Cabazitaxel,http://en.wikipedia.org/wiki/Cabazitaxel,2022-05-02,,An anticancer medication used to treat prostate cancer that developed resistance to other cancer therapies.,An antineoplastic agent used for the treatment of hormone-refractory metastatic prostate cancer previously treated with a docetaxel-containing treatment regimen.
DB04889,Bicifadine,http://en.wikipedia.org/wiki/Bicifadine,2022-05-02,,,
DB14269,Nardostachys chinensis whole,,2020-06-12,,,
DB00600,Monobenzone,http://en.wikipedia.org/wiki/Monobenzone,2022-01-02,,"A medication used to even out skin colour due to vitiligo, an uneven loss of skin pigment.",A hydroquinone derivative used to treat vitiligo.
DB01082,Streptomycin,http://en.wikipedia.org/wiki/Streptomycin,2022-05-02,,An antibiotic used to treat a variety of infections including tuberculosis.,An aminoglycoside antibiotic indicated to treat multi-drug resistant mycobacterium tuberculosis and various non-tuberculosis infections.
DB14479,Acetylcysteine zinc,,2020-06-12,,,
DB05450,Smilagenin,,2021-02-21,,,
DB08609,"(2R)-N-{4-[Ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",,2020-06-12,,,
DB04321,N-Hexylphosphonate Ethyl Ester,,2020-06-12,,,
DB02405,12-Bromododecanoic Acid,,2020-07-02,,,
DB14536,Strontium cation Sr-89,,2020-06-12,,,
DB08076,"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",,2020-06-12,,,
DB15317,Posiphen,,2020-06-12,,,
DB04061,Alpha-Amino-2-Indanacetic Acid,,2020-06-12,,,
DB10907,Sunflower seed,http://en.wikipedia.org/wiki/Sunflower_seed,2020-06-12,,An extract from Sunflower seed used in allergy testing.,An extract from Sunflower seed used in allergy testing.
DB11424,Lufenuron,http://en.wikipedia.org/wiki/Lufenuron,2021-02-21,,,
DB01234,Dexamethasone,http://en.wikipedia.org/wiki/Dexamethasone,2022-05-02,['adult'],"A medication used to treat inflammatory conditions in various body locations, as well as asthmatic conditions.","A glucocorticoid available in various modes of administration that is used for the treatment of various inflammatory conditions, including bronchial asthma, as well as endocrine and rheumatic disorders."
DB11753,Rifamycin,http://en.wikipedia.org/wiki/Rifamycin,2021-08-05,,A medication used to treat traveler's diarrhea.,An antibacterial used to treat traveler's diarrhea.
DB16263,Olaparib-bodipy FL,,2020-12-20,,,
DB16310,Rezafungin,,2021-02-21,,,
DB06620,Aplindore,http://en.wikipedia.org/wiki/Aplindore,2021-02-21,,,
DB15825,Dihydroxyaluminum sodium carbonate,http://en.wikipedia.org/wiki/Carbaldrate,2021-05-14,,A medication used to treat heartburn.,A medication used to treat heartburn.
DB11906,Acyline,,2020-06-12,,,
DB15926,Ammonium carbonate,http://en.wikipedia.org/wiki/Ammonium_carbonate,2021-05-07,,A medication used to treat phlegm and a cough.,An expectorant indicated to treat a cough and phlegm.
DB13799,Ethadione,http://en.wikipedia.org/wiki/Ethadione,2020-06-12,,,
DB01868,Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,,2020-06-12,,,
DB15161,Pittsburgh Compound B,,2020-06-12,,,
DB04330,Bilh 434,,2020-06-12,,,
DB00277,Theophylline,http://en.wikipedia.org/wiki/Theophylline,2022-05-02,,A medication used to relieve the symptoms of asthma and other lung diseases such as shortness of breath and wheezing.,"A xanthine used to manage the symptoms of asthma, COPD, and other lung conditions caused by reversible airflow obstruction."
DB11930,Varlilumab,http://en.wikipedia.org/wiki/Varlilumab,2021-02-21,,,
DB05846,Mito-4509,,2020-06-12,,,
DB13586,Metandienone,http://en.wikipedia.org/wiki/Metandienone,2021-05-29,,A medication used to increase the appetite in patients with anorexia.,An anabolic steroid indicated for appetite stimulation in patients with anorexia.
DB00152,Thiamine,http://en.wikipedia.org/wiki/Thiamine,2022-05-02,,A nutrient commonly found in a wide variety of multivitamins.,A vitamin used to correct vitamin B1 deficiency.
DB02448,N-Tridecanoic Acid,,2020-07-02,,,
DB01035,Procainamide,http://en.wikipedia.org/wiki/Procainamide,2022-05-02,,A medication used to keep the heart beating regularly.,A medication used to treat life threatening ventricular arrhythmias.
DB07050,"5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide",,2020-06-12,,,
DB02568,Peldesine,,2021-02-21,,,
DB03586,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",,2020-06-12,,,
DB13982,Lutetium Lu-177,,2021-02-13,,,
DB10321,Streptococcus pneumoniae type 3 capsular polysaccharide antigen,,2020-06-12,,,
DB12057,ORM-12741,,2020-06-12,,,
DB11450,Pimobendan,http://en.wikipedia.org/wiki/Pimobendan,2021-09-28,,,
DB11991,Oprozomib,http://en.wikipedia.org/wiki/Oprozomib,2021-02-21,,,
DB10824,Colletotrichum coccodes,http://en.wikipedia.org/wiki/Colletotrichum_coccodes,2020-06-12,,An extract from Colletotrichum coccodes used in allergy testing.,An extract from Colletotrichum coccodes used in allergy testing.
DB14787,BMS-830216,,2020-06-12,,,
DB00934,Maprotiline,http://en.wikipedia.org/wiki/Maprotiline,2022-05-02,,"A medication used to treat depression, bipolar disorder, and anxiety associated with depression.","A tetracyclic antidepressant used to treat depressive illness, major depressive disorder, bipolar disorder, and anxiety associated with depression."
DB14687,Centella asiatica leaf,,2020-06-12,,,
DB08775,Benzoyl-tyrosine-alanine-fluoro-methyl ketone,,2020-06-12,,,
DB03557,4-[[(2S)-1-[[6-[(1-Amino-1-oxo-3-sulfanylpropan-2-yl)amino]-6-oxohexyl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[[2-[4-[difluoro(phosphono)methyl]phenyl]acetyl]amino]-4-oxobutanoic acid,,2020-06-12,,,
DB12883,Eltoprazine,http://en.wikipedia.org/wiki/Eltoprazine,2021-02-21,,,
DB02938,Heptanoic acid,http://en.wikipedia.org/wiki/Heptanoic_acid,2020-06-12,,,
DB13862,Magnesium phosphate,http://en.wikipedia.org/wiki/Magnesium_phosphate,2021-05-21,,A medication used to treat low levels of magnesium in the body.,A supplement indicated in the treatment of magnesium deficiency.
DB12003,Thymosin beta-4,http://en.wikipedia.org/wiki/Thymosin_beta-4,2020-06-12,,,
DB08537,"3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine",,2020-06-12,,,
DB08698,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",,2020-06-12,,,
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",,2020-06-12,,,
DB03742,Compound 4-D,,2020-06-12,,,
DB06191,Zosuquidar,http://en.wikipedia.org/wiki/Zosuquidar,2022-05-02,,,
DB15151,RO-6870810,,2020-06-12,,,
DB07562,"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",,2020-06-12,,,
DB00508,Triflupromazine,http://en.wikipedia.org/wiki/Triflupromazine,2022-05-02,,,
DB04472,(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol,,2020-06-12,,,
DB15162,Pegilodecakin,http://en.wikipedia.org/wiki/Interleukin_10,2021-02-21,,,
DB12999,MK-6186,,2020-06-12,,,
DB08308,"SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER",,2020-06-12,,,
DB09461,Xenon Xe-127,,2020-06-12,,,
DB12448,Lifibrol,,2021-02-21,,,
DB14871,Xentuzumab,,2021-02-21,,,
DB06851,N-(pyridin-3-ylmethyl)aniline,,2020-06-12,,,
DB01022,Phylloquinone,http://en.wikipedia.org/wiki/Phytomenadione,2022-05-02,,A vitamin used to treat some blood thinner overdoses and bleeding conditions in infants.,A fat soluble vitamin used to treat hemorrhagic conditions in infants and coumarin overdoses.
DB07051,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",,2020-06-12,,,
DB01663,"lambda-bis(2,2'-bipyridine)-(5-methyl-2-2'-bipyridine)-C9-adamantane ruthenium (II)",,2020-06-12,,,
DB14699,"Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)",,2020-06-12,,,
DB11990,MK-0812,,2020-06-12,,,
DB10700,Phoma glomerata,http://en.wikipedia.org/wiki/Phoma_glomerata,2020-06-12,,An extract from Phoma glomerata used in allergy testing.,An extract from Phoma glomerata used in allergy testing.
DB00924,Cyclobenzaprine,http://en.wikipedia.org/wiki/Cyclobenzaprine,2022-05-02,,A muscle relaxant used to treat muscle spasms.,A skeletal muscle relaxant that works on the brainstem to treat muscle spasms of local origin.
DB14577,Calcium cation,,2021-05-29,,,
DB14231,Quinoline Yellow WS,http://en.wikipedia.org/wiki/Quinoline_Yellow_WS,2020-06-12,,A yellow colouring used around the world as a dye for food and medications.,A yellow colouring used around the world as a dye for food and medications.
DB15503,Amaranthus hybridus pollen,,2020-06-12,,An extract from Amaranthus hybridus pollen used in allergy testing.,An extract from Amaranthus hybridus pollen used in allergy testing.
DB04521,4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol,,2020-06-12,,,
DB13958,Trestolone acetate,http://en.wikipedia.org/wiki/Trestolone_acetate,2021-02-21,,,
DB08263,N-(carboxycarbonyl)-D-phenylalanine,,2020-06-12,,,
DB00657,Mecamylamine,http://en.wikipedia.org/wiki/Mecamylamine,2022-05-02,,A medication used to treat high blood pressure.,A nicotine antagonist used to treat moderate to severe essential hypertension and uncomplicated malignant hypertension.
DB16528,Gatralimab,,2021-02-21,,,
DB05258,Interferon alfa,http://en.wikipedia.org/wiki/Interferon,2022-05-02,,A medication uses to stimulate the immune system that is used to treat viral infections like hepatitis and certain types of cancer.,An immunomodulator used to treat hepatitis B and C as well as certain types of cancer including cutaneous T-cell lymphoma and renal cell carcinoma.
DB16357,BGB-DXP593,,2020-12-20,,,
DB12937,Quercetin-3'-O-phosphate,,2020-06-12,,,
DB13914,Volixibat,http://en.wikipedia.org/wiki/Volixibat,2021-02-21,,,
DB12333,Amcipatricin,,2021-05-14,,,
DB14413,Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (formaldehyde inactivated),,2020-06-12,,,
DB07380,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",,2020-06-12,,,
DB13722,Pirprofen,http://en.wikipedia.org/wiki/Pirprofen,2021-02-21,,,
DB16001,Testosterone decanoate,http://en.wikipedia.org/wiki/Testosterone_decanoate,2021-05-05,,A medication used for testosterone replacement therapy.,"A steroid indicated for testosterone replacement therapy in sterilization, missing testicle, hypopituitarism, and osteoporosis."
DB06727,Sparteine,http://en.wikipedia.org/wiki/Sparteine,2021-02-21,,,
DB11590,Thimerosal,http://en.wikipedia.org/wiki/Thiomersal,2021-05-21,,,
DB00944,Demecarium,http://en.wikipedia.org/wiki/Demecarium_bromide,2022-05-02,,,
DB12340,Navitoclax,http://en.wikipedia.org/wiki/Navitoclax,2021-02-21,,,
DB02772,Sucrose,http://en.wikipedia.org/wiki/Sucrose,2021-02-21,,,
DB16404,Carvacrol,http://en.wikipedia.org/wiki/Carvacrol,2020-12-23,,,
DB11192,L-threonic acid,http://en.wikipedia.org/wiki/Threonic_acid,2020-06-12,,,
DB04189,N(2)-(2-carboxyethyl)-L-arginine,,2020-06-12,,,
DB02049,2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,,2020-06-12,,,
DB11640,Amifampridine,http://en.wikipedia.org/wiki/Amifampridine,2022-05-02,,A medication used to treat a condition that damages the connection between nerves and muscles.,A voltage gated potassium channel blocker used to treat Lambert-Eaton myasthenic syndrome.
DB06374,Elacestrant,http://en.wikipedia.org/wiki/Elacestrant,2021-02-21,,,
DB14170,Artemisia vulgaris root,,2020-06-12,,An extract from Artemisia vulgaris root used in allergy testing.,An extract from Artemisia vulgaris root used in allergy testing.
DB12895,TD-139,,2020-06-12,,,
DB07485,Bisphenol Z,http://en.wikipedia.org/wiki/Bisphenol_Z,2020-06-12,,,
DB12919,T-62,http://en.wikipedia.org/wiki/T-62,2020-06-12,,,
DB15404,"Heparin, bovine",,2020-06-12,,,
DB01435,Antipyrine,http://en.wikipedia.org/wiki/Phenazone,2021-09-28,,A medication used to treat inflammation of the ear.,"An antipyretic agent used for the symptomatic treatment of acute otitis media, most commonly in combination with benzocaine."
DB10899,Sequoia sempervirens pollen,,2020-06-12,,An extract from Sequoia sempervirens pollen used in allergy testing.,An extract from Sequoia sempervirens pollen used in allergy testing.
DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",,2020-06-12,,,
DB00641,Simvastatin,http://en.wikipedia.org/wiki/Simvastatin,2022-05-02,,A medication used to treat high cholesterol and reduce the risk of cardiovascular disease including heart attacks and stroke.,An HMG-CoA reductase inhibitor used to lower lipid levels and reduce the risk of cardiovascular events including myocardial infarction and stroke.
DB08237,2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),,2020-06-12,,,
DB00629,Guanabenz,http://en.wikipedia.org/wiki/Guanabenz,2022-05-02,,A medication used to treat high blood pressure.,An alpha-2 adrenergic agonist used to treat hypertension.
DB15198,Dextromethadone,http://en.wikipedia.org/wiki/Dextromethadone,2021-08-13,,,
DB05309,TP-508,,2020-06-12,,,
DB05858,BI-K0376,,2020-06-12,,,
DB12901,Fiacitabine,,2021-02-21,,,
DB15019,Mongersen,,2021-02-21,,,
DB11731,Depatuxizumab mafodotin,http://en.wikipedia.org/wiki/Depatuxizumab_mafodotin,2021-02-21,,,
DB05033,INCB7839,,2020-06-12,,,
DB14587,Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (formaldehyde inactivated),,2021-05-14,,An inactive part of a flu virus used in flu shots.,An inactivated antigen of influenza used in seasonal influenza vaccines.
DB06117,"1alpha,24S-Dihydroxyvitamin D2",,2020-06-12,,,
DB15085,Fulacimstat,,2021-02-21,,,
DB15916,Anethole,http://en.wikipedia.org/wiki/Anethole,2021-05-07,,An ingredient in medications for flavour.,An excipient added to medications for flavouring.
DB06299,Hydronidone,,2020-06-12,,,
DB02602,AL7182,,2020-08-01,,,
DB16124,Chiauranib,,2020-12-20,,,
DB14683,Prezatide copper,,2020-06-12,,,
DB07406,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",,2020-06-12,,,
DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,,2020-06-12,,,
DB09322,Zinc sulfate,http://en.wikipedia.org/wiki/Zinc_sulfate,2022-05-02,,"A medication used to restore healthy levels of zinc, an important mineral the body or to test for low zinc levels.","A drug used to replenish low levels of zinc or prevent zinc deficiency, or to test for zinc deficiency."
DB02176,Mercury Acetate Ion,,2020-06-12,,,
DB00730,Thiabendazole,http://en.wikipedia.org/wiki/Tiabendazole,2022-01-02,,A medication used to treat certain infections caused by parasites.,"A benzimidazole used in the treatment of strongyloides, cutaneous larva migrans, visceral larva migrans, and trichinosis infections."
DB15410,(S)-Propafenone,,2020-06-12,,,
DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",,2020-06-12,,,
DB00568,Cinnarizine,http://en.wikipedia.org/wiki/Cinnarizine,2022-02-03,,A medication used to treat motion sickness and balance disorders.,"A drug used for the management of labyrinthine disorder symptoms, including vertigo, tinnitus, nystagmus, nausea, and vomiting."
DB00801,Halazepam,http://en.wikipedia.org/wiki/Halazepam,2022-01-02,,,
DB02919,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",,2020-06-12,,,
DB13502,Budipine,http://en.wikipedia.org/wiki/Budipine,2021-02-21,,,
DB10732,Tilia americana pollen,,2020-06-12,,An extract from Tilia americana pollen used in allergy testing.,An extract from Tilia americana pollen used in allergy testing.
DB12209,Tirasemtiv,,2021-02-21,,,
DB06195,Seliciclib,http://en.wikipedia.org/wiki/Seliciclib,2021-02-21,,,
DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",,2020-06-12,,,
DB04667,CHROMOPHORE (HIS-TYR-GLY),,2020-06-12,,,
DB13728,Halometasone,http://en.wikipedia.org/wiki/Halometasone,2021-05-22,,A medication used to treat skin conditions with inflammation.,A corticosteroid indicated in the treatment of corticosteroid responsive dermatoses.
DB16546,Medicago sativa top,,2021-02-13,,,
DB04018,S-Isopropyl-Isothiourea,,2020-06-12,,,
DB13227,Tribenoside,http://en.wikipedia.org/wiki/Tribenoside,2021-06-05,,A medication used to treat hemorrhoids.,An anti-inflammatory agent that reduces vascular permeability and causes vasoconstriction to treat internal and external hemorrhoids.
DB07233,N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,,2020-06-12,,,
DB03666,Zidovudine monophosphate,,2020-06-12,,,
DB12163,Sarpogrelate,http://en.wikipedia.org/wiki/Sarpogrelate,2021-02-21,,,
DB04526,L-Glycero-D-Manno-Heptopyranose,,2020-06-12,,,
DB15794,Solcoseryl,,2021-05-14,,A medication used to improve healing.,"A component of calf blood indicated to improve healing of the skin, mouth, or cornea."
DB00045,Lyme disease vaccine (recombinant OspA),,2022-02-03,,,
DB14675,Temsavir,,2021-02-21,,,
DB03641,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",,2020-06-12,,,
DB14280,Lonicera caprifolium flower,,2020-06-12,,,
DB03926,"5alpha-androstane-3beta,17alpha-diol",,2020-06-12,,,
DB15505,"Influenza A virus A/Idaho/07/2018 (H1N1) antigen (MDCK cell derived, propiolactone inactivated",,2020-06-12,,,
DB02026,"Furo[2,3d]Pyrimidine Antifolate",,2020-06-12,,,
DB16768,Lavendustin A,,2022-03-17,,,
DB15809,CIGB-258 peptide,,2020-09-06,,,
DB05019,LC16M8,,2020-06-12,,,
DB10428,Botrytis cinerea,http://en.wikipedia.org/wiki/Botrytis_cinerea,2020-06-12,,An extract from Botrytis cinerea used in allergy testing.,An extract from Botrytis cinerea used in allergy testing.
DB02237,Maltotetraose,http://en.wikipedia.org/wiki/Maltodextrin,2020-06-12,,,
DB09321,Zinc oxide,http://en.wikipedia.org/wiki/Zinc_oxide,2022-05-02,,"A mineral that is included as an ingredient of various cosmetic products and ointments to help with diaper rash, treat skin rashes, and act as a sunscreen or skin protector.","A mineral ingredient of various pharmacological preparations to treat diaper dermatitis and other skin conditions, to protect the epidermis, and to prevent sunburn."
DB02517,D-Glutamic Acid,,2020-07-02,,,
DB04023,GDP-alpha-D-mannuronic acid,,2020-06-12,,,
DB12373,Isunakinra,,2021-02-21,,,
DB07921,2-[(4-fluorophenyl)sulfonylamino]-N-oxo-ethanamide,,2020-06-12,,,
DB11062,Octisalate,http://en.wikipedia.org/wiki/Octyl_salicylate,2021-02-21,,,
DB09165,Technetium Tc-99m pyrophosphate,,2021-10-09,,"A medication used during diagnostic tests to detect any abnormalities in the bone, heart, stomach, and intestines.","A radiopharmaceutical diagnostic agent used for diagnostic imaging scans for the bones, heart, and gastrointestinal tract."
DB13608,Tiocarlide,http://en.wikipedia.org/wiki/Thiocarlide,2021-02-21,,,
DB14815,Ginsenoside B2,,2020-06-12,,,
DB08271,N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,,2020-06-12,,,
DB13133,Von Willebrand factor human,,2022-02-03,"['adolescent', 'adult']",A medication used to treat and control bleeding disorders.,"A blood clotting factor used to manage bleeding episodes in von Willebrand disease and hemophilia A,."
DB03730,"3,9-Dimethyladenine",,2020-06-12,,,
DB03591,RU82209,,2020-06-12,,,
DB12431,Muplestim,,2021-02-21,,,
DB12762,Rabacfosadine,http://en.wikipedia.org/wiki/Rabacfosadine,2021-02-21,,,
DB09207,AS-8112,http://en.wikipedia.org/wiki/AS-8112,2020-06-12,,,
DB13692,Tretoquinol,http://en.wikipedia.org/wiki/Tretoquinol,2021-02-21,,,
DB09477,Enalaprilat,http://en.wikipedia.org/wiki/Enalaprilat,2022-05-02,,A medication used to lower blood pressure.,An antihypertensive agent used for the management of hypertension when oral therapy is not practical.
DB10725,Tamarix gallica pollen,,2020-06-12,,An extract from Tamarix gallica pollen used in allergy testing.,An extract from Tamarix gallica pollen used in allergy testing.
DB12019,Tesetaxel,http://en.wikipedia.org/wiki/Tesetaxel,2021-02-21,,,
DB00852,Pseudoephedrine,http://en.wikipedia.org/wiki/Pseudoephedrine,2022-05-02,,A medication used to treat congestion and a runny nose.,"An alpha and beta adrenergic agonist used to treat nasal and sinus congestion, as well as allergic rhinitis."
DB01232,Saquinavir,http://en.wikipedia.org/wiki/Saquinavir,2022-05-02,,A medication used to treat HIV infections.,An HIV protease inhibitor used in combination with other antiretroviral agents for the treatment of HIV-1 with advanced immunodeficiency.
DB07466,(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID,,2020-06-12,,,
DB01496,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",,2020-06-12,,,
DB11542,Robenidine,http://en.wikipedia.org/wiki/Robenidine,2021-02-21,,,
DB02529,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",,2020-07-02,,,
DB10395,Holcus lanatus pollen,,2020-06-12,,An extract from Holcus lanatus pollen used in allergy testing.,An extract from Holcus lanatus pollen used in allergy testing.
DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,,2020-06-12,,,
DB04632,4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,,2020-06-12,,,
DB03824,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",,2020-06-12,,,
DB16384,Toralizumab,http://en.wikipedia.org/wiki/Toralizumab,2021-02-21,,,
DB12043,Sepetaprost,,2021-02-21,,,
DB03381,Hexadecanal,,2020-06-12,,,
DB01983,2(S)-Amino-6-Boronohexanoic Acid,,2020-06-12,,,
DB11936,Bempedoic acid,http://en.wikipedia.org/wiki/Bempedoic_acid,2021-10-07,['adult'],A medication used to lower cholesterol levels in certain patients with high cholesterol.,A drug used in conjunction with lifestyle modification and/or other agents for the treatment of refractory hypercholesterolemia.
DB09083,Ivabradine,http://en.wikipedia.org/wiki/Ivabradine,2022-05-02,['adult'],A medication used to reduce the risk of heart failure.,A HCN channel blocker used to reduce the risk of hospitalization for worsening heart failure in adult patients and for treatment of stable symptomatic heart failure as a result of dilated cardiomyopathy in pediatric patients.
DB00493,Cefotaxime,http://en.wikipedia.org/wiki/Cefotaxime,2022-05-02,,An antibiotic used to treat a wide variety of infections in the body.,A third generation cephalosporin used to treat susceptible Gram negative and Gram positive bacterial infections.
DB14667,Phenyl hydrogen sulfate,,2020-06-12,,,
DB06511,AMGN-0007,,2020-06-12,,,
DB05840,AGI-1096,,2020-06-12,,,
DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",,2020-06-12,,,
DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,,2020-06-12,,,
DB01434,19-norandrostenedione,http://en.wikipedia.org/wiki/19-Norandrostenedione,2020-06-12,,,
DB07331,p-Nitrophenylacetic acid,,2020-06-12,,,
DB01134,Desoxycorticosterone pivalate,http://en.wikipedia.org/wiki/Desoxycorticosterone_pivalate,2021-05-07,,,
